# Corpus del sweep de numeros: mensajes REALES que traen una cilindrada.
# Formato: <conversation_id> | <mensaje del cliente en una linea>
# Se suma con `--recolectar`; no se edita a mano salvo para agregar un caso inventado.

4430 | Hola una pregunta manubrio de la Motomel Blitz 110 2024 me dijieron que el manubrio es v8
4401 | ¡Hola! Quiero más información del kit170cc ¿Hola quier mas informacion sobre el kit 120 + leva de calle de 6.4? Para una dlx 110
4402 | De donde sos El kit de 120 le va al wave s??
4405 | ¡Hola! Quiero más información del kit190cc Para titán Precio del 220cc
4399 | Cuánto sería en total Completa? Ah mi moto 125
4401 | En el kit 120
4408 | Un motomel dlx 110
4423 | A una 110
4431 | A un dax echo recorrido cortó 110
4423 | Vi que tienen un combo cilindro leva en 100 puede ser Sin la tapa
3414 | Buen dia Que sale el kit 125 para 110 O solo 120 tienen, ?
4434 | Tenés pistón de xr 125
4352 | Quiero hacerla 140 Un econor con motor de 110
4436 | Para motomel blitz 110cc
4435 | El recorrido de la cadena es de 84 eslavones
4437 | ¡Hola! Quiero más información del kit170cc De donde son
4439 | Hola buen día, quería saber si tenes el porta zapata de freno del del tricargo 200cc el eje es de 20mm
4437 | Una motomel s2 150 cc 20 cc más y anda bien cuanto mejora
4438 | Sabes que te quería con por algún Kitt 190 de titán con leva
4440 | Para que tipo de 110cc sirve ?
4440 | No no estoy seguro Mi moto es una Motomel Blitz 110 2019
4398 | DATOS PARA ENVIO NOMBRE COMPLETO: blanco Joaquín DNI:45 371 023 DOMICILIO: calle Amenábar 1024. CIUDAD: Ceres Santa fe PROVINCIA:santa fe TELEFONO:3491 607104 E-MAIL:joaco b65@gmail. com CODIGO POSTAL: REFERENCIAS DE LA CASA: (ejemplo: casa de rejas negras/ o casa esquina
4442 | Es un corven energy 110
4443 | Un kiss para 110
4444 | Un econo 80
4447 | Hola buenas quería saber si tiene para el paso 90 cilindro de aluminio
2579 | Tenés el kit completo de 125 para 110 ..??
2854 | Le anda ala 150 bro
4449 | y el kit 120
4449 | y el kit 120 keller
4372 | Una Motomel Dlx 110
139 | A un 110
4454 | Hola kit de 110 pára pasar a 125 tiene?
4454 | O precio del juego de carbu125 con su admisión y trasmicion 15 34
4455 | Ah un zanella rx150
4464 | La tapa viene completa con leva balancines válvulas todo Y el cilindro viene con pistón y aros? Sería sacar y poner en un 110 original o ahí que modificar algo?
4464 | ¡Hola! Quiero más información SOBRE EL COMBO TAPA CDI 125 + CILINDRO 120! La tapa viene completa con leva balancines válvulas todo Y el cilindro viene con pistón y aros? Sería sacar y poner en un 110 original o ahí que modificar algo?
4458 | Motor de una honda whave 110
4474 | Hola buenas tardes Tengo una corven 110
4475 | Hola buenas tardes quiero saber si vienen un kit de 70 a 110
4474 | Hola buenas tardes Tengo una corven 110 Creo que le va ... Soy de San Luis capital Como seria ? Contrareembolso ?
4475 | No yo tengo una motomel eco 70 ando buscando la sala de 70 a 110 si se puede o a 100 Ah Bueno pensé que venía algo de eso
4473 | Es para un 110
4473 | Es para un 110 Y si te lo pido cuando llegaría a Ezeiza partido de trisan Suárez barrio el paso
4525 | Tengo una Zanella 150
4555 | Hola Para el 125 que tenes
